measure,location,sex,age,cause,metric,year,val,upper,lower,colour
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Malnutrition,Rate,2012,113.18651473716677,125.1490062088632,102.69853896243777,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Iron deficiency,Rate,2012,195.57727674287483,290.1612277178052,130.70362247720746,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Iron deficiency,Rate,2012,426.02246234487404,617.9001332088719,288.90918876484557,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Iron deficiency,Rate,2012,310.94382532105703,451.02898955252465,210.7257201049189,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Headache disorders,Rate,1998,460.9124033725648,658.8155219890587,300.06089690511044,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Headache disorders,Rate,1998,818.2193641816557,1152.5570492201364,532.6263013076616,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Headache disorders,Rate,1998,640.5885063783903,905.9959654681312,417.0007376546502,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Hearing loss,Rate,1994,494.72793103829014,700.8845057902721,336.88099892474816,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Hearing loss,Rate,1994,454.29005873033526,643.4375661518035,310.2625874338188,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Hearing loss,Rate,1994,474.2474919907574,672.0256978582604,324.504797033351,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Road injuries,Rate,1994,1833.9807366860575,1928.5787143107407,1752.4764831184768,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Road injuries,Rate,1994,679.5322389554423,720.7397724812095,639.0628722235612,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Road injuries,Rate,1994,1265.2670724630154,1324.6595222342019,1210.9659245181724,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Low back pain,Rate,2012,735.4203288697007,994.2698033908067,528.2276302814766,C
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Low back pain,Rate,2012,853.0875756404009,1141.463882387656,608.9571787808671,C
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Low back pain,Rate,2012,794.9427840960046,1070.9775453099687,570.333815776509,C
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Musculoskeletal disorders,Rate,2012,409.73261864520333,556.6344732944744,288.08758002788227,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Musculoskeletal disorders,Rate,2012,503.6081420123951,679.7884415700514,355.86032148627766,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Musculoskeletal disorders,Rate,2012,456.70204176124844,619.5559835662201,322.3550739205591,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Congenital defects,Rate,2012,1145.8271280625681,1286.6658981783867,1055.5813696582875,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Congenital defects,Rate,2012,1060.6760342859588,1151.2459164111567,978.5730714491481,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Congenital defects,Rate,2012,1104.2813654536856,1201.6589894211788,1021.4628066867034,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Neonatal disorders,Rate,1992,6259.006364597014,6716.801969622907,5773.394732199914,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Neonatal disorders,Rate,1992,5172.693647406632,5509.573885715169,4864.271398335953,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Neonatal disorders,Rate,1992,5732.321754177095,6107.907356621807,5367.419617632001,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Malnutrition,Rate,1992,878.6373748293389,1029.8788584700858,670.4180543135944,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Malnutrition,Rate,1992,766.5153425566463,900.8525924473539,652.88499328767,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Malnutrition,Rate,1992,823.7648645161953,948.9738678260206,689.8209035523394,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Iron deficiency,Rate,1992,638.6614910866615,916.8579324202263,431.8547254330646,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Iron deficiency,Rate,1992,1317.0234592311965,1856.4187978098864,903.5668651776608,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Iron deficiency,Rate,1992,974.1411626212976,1388.8209619880613,661.2546567133259,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Headache disorders,Rate,2012,576.7600426769778,826.9903408807594,378.53992004296236,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Headache disorders,Rate,2012,915.8362443393514,1301.012126419834,599.1592503113283,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Headache disorders,Rate,2012,746.3899674384671,1056.0279226357027,486.530302420714,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Measles,Rate,2005,19.952993006108084,43.315004022127354,7.432164612685541,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Measles,Rate,2005,19.850044447934916,42.84861490855021,7.297424194569607,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Measles,Rate,2005,19.9058243704119,43.72191812249012,7.3773843292330605,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Malaria,Rate,2005,4.394359652585339,9.842368891733912,3.0002911292090206,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Malaria,Rate,2005,6.677034408724528,11.530147047177586,4.5961606310316006,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Malaria,Rate,2005,5.49078313080918,10.034334853823099,4.031019898973166,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Ischaemic heart disease,Rate,2005,4387.861598940602,4483.745385857578,4327.352732163797,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Ischaemic heart disease,Rate,2005,2505.518007715829,2551.81822663424,2458.473168842857,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Ischaemic heart disease,Rate,2005,3409.667050383182,3456.9869504807816,3367.2073770611105,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Stroke,Rate,2005,3170.128116261219,3255.782146763637,3085.527674007466,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Stroke,Rate,2005,2340.658754025462,2429.3992321736737,2251.6794969988728,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Stroke,Rate,2005,2730.1216055185278,2810.307395607381,2644.8005765752696,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Depressive disorders,Rate,2012,387.1397306054426,527.7137593040335,273.5311787112544,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Depressive disorders,Rate,2012,578.8108406241952,789.5761993643249,410.97772400273567,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Depressive disorders,Rate,2012,484.00508689681874,661.0569069197628,342.76579427005447,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Anxiety disorders,Rate,2012,232.8840976202374,309.5166205130527,164.9013427474992,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Anxiety disorders,Rate,2012,385.48843295948825,515.7300789994435,272.30311149550425,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Anxiety disorders,Rate,2012,309.16908174118225,412.977413727384,217.7017844324607,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Malnutrition,Rate,1998,8.414335441591945,9.775506618761696,5.805284136975114,A
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Malnutrition,Rate,1998,5.846382992420852,6.901637826765443,3.890486701062484,A
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Malnutrition,Rate,1998,6.963140385239675,7.727396251521558,5.3481851008454795,A
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Iron deficiency,Rate,1998,53.15464328887851,88.01614429578322,30.744480743482985,A
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Iron deficiency,Rate,1998,154.01603961504986,231.2175981503179,99.56939208230024,A
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Iron deficiency,Rate,1998,103.38066286847875,160.39041267853497,66.3925523081849,A
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Malnutrition,Rate,1993,1793.3400475599121,2083.387595835829,1454.2532240727223,A
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Malnutrition,Rate,1993,1774.4655996627814,2061.6556140403623,1516.7796011970931,A
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Malnutrition,Rate,1993,1784.1312541844868,2043.4930080534773,1520.1153064322984,A
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Iron deficiency,Rate,1993,692.6894250107052,976.3298460416277,462.334674807928,A
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Iron deficiency,Rate,1993,1331.5302817511354,1871.784512752381,906.5850498473787,A
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Iron deficiency,Rate,1993,1007.4008956915762,1421.5250754168467,682.7782551305268,A
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Depressive disorders,Rate,1993,501.0534953432162,681.4534006218807,355.23364985651153,B
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Depressive disorders,Rate,1993,763.6090296855645,1032.4861092240983,542.5801963796363,B
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Depressive disorders,Rate,1993,629.4722437302696,852.2293151528283,446.9468438464227,B
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Anxiety disorders,Rate,1993,256.760820263696,341.9556888440506,182.65716798933815,B
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Anxiety disorders,Rate,1993,398.1593474093815,528.392708305066,282.3724956012261,B
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Anxiety disorders,Rate,1993,326.07209713655135,432.8695427006751,231.55972290660947,B
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Diabetes,Rate,1993,1026.9395393198545,1198.4361962320893,881.531095556125,B
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Diabetes,Rate,1993,889.6618699975762,1040.6957111142299,770.241803892045,B
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Diabetes,Rate,1993,960.6454611039289,1119.8267585291364,833.6337065929015,B
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Self-harm,Rate,1993,655.1056944694975,801.9025568852195,552.6323415892789,A
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Self-harm,Rate,1993,560.2320837396144,632.5707766557168,504.80602982148037,A
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Self-harm,Rate,1993,609.6715943866585,687.2219818074624,540.5075014100046,A
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Headache disorders,Rate,1993,526.7126144067579,746.465970599812,345.95984757471575,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Headache disorders,Rate,1993,1006.3199513623692,1424.3741264386651,662.3763026310849,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Headache disorders,Rate,1993,767.2366595498316,1084.9072141635124,506.1210346443525,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Depressive disorders,Rate,1993,492.51247347520905,667.0837871511455,347.91436110161436,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Depressive disorders,Rate,1993,787.0916626599691,1061.6842572873775,556.7955366565789,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Depressive disorders,Rate,1993,638.0946217983368,862.3653511740832,451.11457036050774,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Anxiety disorders,Rate,1993,261.03305158709344,345.14090140547444,184.58508145754558,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Anxiety disorders,Rate,1993,406.92570568626263,541.5258835720372,288.5482344915421,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Anxiety disorders,Rate,1993,333.07760193372513,441.3589511909652,236.55045447184614,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Diabetes,Rate,2010,751.1781071058617,940.5962016263626,585.1934031958998,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Diabetes,Rate,2010,652.802508302735,818.2756675235426,516.8233660722074,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Diabetes,Rate,2010,701.4644176582099,880.8624328097021,550.1138602587755,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Self-harm,Rate,2010,672.1339138470578,712.0329720469462,657.2706596145587,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Self-harm,Rate,2010,217.90194253074174,223.8153930730204,212.64921017756876,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Self-harm,Rate,2010,446.45225282285315,466.9757814618149,438.99712285483264,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Maternal disorders,Rate,1997,0,0,0,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Maternal disorders,Rate,1997,1165.0426062072029,1252.5208119163383,1078.806482573711,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Maternal disorders,Rate,1997,579.1068775965055,622.4803765503389,536.2636710108793,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Neonatal disorders,Rate,1997,5906.476850320591,6281.0317451384435,5515.334355212753,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Neonatal disorders,Rate,1997,4902.605304531167,5131.673364232956,4660.908464212728,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Neonatal disorders,Rate,1997,5420.806122588638,5698.852964636488,5127.851389417835,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Maternal disorders,Rate,2000,0,0,0,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Maternal disorders,Rate,2000,1076.5150098916472,1161.3228107180246,989.6670220192588,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Maternal disorders,Rate,2000,536.2014652022964,578.2617953441659,492.8864677933462,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Measles,Rate,1993,305.7865171535532,617.0941787849015,128.63938132004037,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Measles,Rate,1993,305.56292808827925,624.8041184945889,128.54559868899722,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Measles,Rate,1993,305.6977750490901,623.7033626822059,129.1714403194609,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Malaria,Rate,1993,73.87404170313252,100.32059483425287,45.41249917217587,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Malaria,Rate,1993,89.79594857223803,123.89607031096726,56.3424379637801,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Malaria,Rate,1993,81.7075823617254,106.47095315226697,55.08526541743297,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,COPD,Rate,1993,2407.82239864253,2537.9438387141354,2283.3390591799025,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,COPD,Rate,1993,1947.0751615849183,2105.027776144296,1542.2555704698,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,COPD,Rate,1993,2161.7412316705063,2276.3571535078127,1962.8688919293656,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Self-harm,Rate,2004,878.6887446183306,900.2589407180237,847.3658502812839,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Self-harm,Rate,2004,288.260656018487,295.8598387238144,280.5150581244278,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Self-harm,Rate,2004,582.354011428963,593.9728937254112,567.7729911796445,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Ischaemic heart disease,Rate,1996,4013.1819714655735,4232.371705888472,3815.1778158955726,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Ischaemic heart disease,Rate,1996,2810.2964106912304,2981.4501094265506,2639.149335351569,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Ischaemic heart disease,Rate,1996,3415.6163020839244,3567.887479703885,3284.1954676325904,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Stroke,Rate,1996,2777.686747608664,2926.089770458738,2624.7512838091543,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Stroke,Rate,1996,2471.8378031227717,2622.4097234439864,2334.402590627141,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Stroke,Rate,1996,2624.7442198195267,2743.5812771318797,2514.7855417828287,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Malnutrition,Rate,1994,828.1458613041661,970.954663941798,637.6067886300467,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Malnutrition,Rate,1994,718.2343111861261,853.8317556085888,612.3483526382247,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Malnutrition,Rate,1994,774.4031939077547,886.5507675717922,654.2820985624662,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Iron deficiency,Rate,1994,625.7978353748599,896.8334622754073,420.7257436736546,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Iron deficiency,Rate,1994,1282.5185838012196,1810.5390455180093,879.6458918513799,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Iron deficiency,Rate,1994,950.9580010238749,1354.3453040807383,644.3428214286909,A
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Self-harm,Rate,2005,829.22936918491,836.834477018346,818.3284207146676,A
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Self-harm,Rate,2005,273.7139440064034,280.033366668448,267.6147104915544,A
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Self-harm,Rate,2005,550.6493684269963,556.8301513975256,543.8934796153845,A
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Hearing loss,Rate,2001,382.00748144312325,539.2819557375582,260.7302428488206,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Hearing loss,Rate,2001,314.89233332203304,440.08326825679796,217.17394725630626,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Hearing loss,Rate,2001,346.74854395468924,486.79912963365626,238.22823961880962,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Measles,Rate,2013,249.744269720679,542.6413780200771,87.57237258889215,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Measles,Rate,2013,270.89634442557946,580.4997891455816,95.40624664700215,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Measles,Rate,2013,260.0522200550872,565.4103090416331,91.06407678124474,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Malaria,Rate,2013,1370.7811549776998,1878.887907424536,990.9896863643139,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Malaria,Rate,2013,1234.8609731907763,1670.2124395697679,900.0232034847947,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Malaria,Rate,2013,1303.3946088098305,1759.162191607848,947.645320246982,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Self-harm,Rate,2005,875.5632531907017,899.6790665532319,843.971049148861,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Self-harm,Rate,2005,278.0017427513239,285.28312819710226,271.0214244554336,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Self-harm,Rate,2005,576.0823242321819,588.3833717148902,560.2741111114535,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Depressive disorders,Rate,1992,490.3782003865528,666.2503658234696,346.9588010780894,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Depressive disorders,Rate,1992,782.1803534299002,1057.1099488223254,554.0681387386185,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Depressive disorders,Rate,1992,634.4972608784726,856.780417240594,450.3392460107565,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Ischaemic heart disease,Rate,2008,3921.7362368260256,4020.1289965156507,3864.7265122163444,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Ischaemic heart disease,Rate,2008,2232.5971050971825,2271.6415325992143,2195.9798882861573,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Ischaemic heart disease,Rate,2008,3041.6249297196946,3093.430163854103,3004.6918822911257,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Stroke,Rate,2008,2777.4504862228587,2862.9228297600803,2689.3086098653957,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Stroke,Rate,2008,1994.1453556165327,2076.6419181203337,1905.4191749701088,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Stroke,Rate,2008,2361.5578694266287,2441.2892717109626,2277.4167113836293,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,COPD,Rate,2008,1106.2541158773786,1153.7524243818914,1053.7518736452803,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,COPD,Rate,2008,773.7262233959615,866.4019730333767,709.9240867257047,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,COPD,Rate,2008,910.1269390664721,969.9171695353775,853.6022604415974,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,HIV/AIDS,Rate,1995,521.1505967757508,543.3797624370978,505.494895369726,A
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,HIV/AIDS,Rate,1995,124.38927294821936,129.799949390619,120.65853234461113,A
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,HIV/AIDS,Rate,1995,323.5157633468129,336.859758300545,313.8153167856154,A
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Diarrhoeal diseases,Rate,1995,69.45869695867928,90.74780047112019,52.34436644908281,A
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Diarrhoeal diseases,Rate,1995,70.76723280474015,93.34734938558627,51.76161312915127,A
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Diarrhoeal diseases,Rate,1995,70.16099843889923,92.23707258581283,52.13706385692726,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Depressive disorders,Rate,1999,503.41844851099404,683.1888205937441,357.39262454383294,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Depressive disorders,Rate,1999,794.4225124083392,1072.1407861869136,560.9171672868955,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Depressive disorders,Rate,1999,647.9757427199852,878.2804280936324,456.9871231152502,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Anxiety disorders,Rate,1999,259.9718623449898,344.67351032181307,185.25587658040425,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Anxiety disorders,Rate,1999,410.2086863786908,546.6259309987746,291.654272417403,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Anxiety disorders,Rate,1999,334.3995879547005,445.5077165387174,238.93947413022298,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Malnutrition,Rate,1996,8.249737699657423,9.650517054083386,5.816682054075997,A
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Malnutrition,Rate,1996,5.72786570556673,6.825958355029431,3.8790687912477204,A
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Malnutrition,Rate,1996,6.803351346468134,7.607290785383881,5.3067957826432295,A
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Iron deficiency,Rate,1996,57.98614195380585,94.89995601255619,34.45845223726542,A
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Iron deficiency,Rate,1996,164.39495696432678,247.4889382395518,105.58601157280258,A
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Iron deficiency,Rate,1996,110.94763177117066,172.77013010914823,71.01086696471405,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Measles,Rate,2010,11.322446089589851,25.067337223663102,4.168582376025524,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Measles,Rate,2010,12.256921067053332,27.039632123884907,4.485301711153902,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Measles,Rate,2010,11.767567483575613,25.948460010321156,4.353860101790904,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Malaria,Rate,2010,3.237083654503577,7.145237561220851,2.2909205763961915,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Malaria,Rate,2010,5.148225604884504,9.038543408445623,3.5403048515621025,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Malaria,Rate,2010,4.1514292709169185,7.733724460179054,3.0784595770222647,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Ischaemic heart disease,Rate,2010,3720.699690210639,3807.019047452422,3659.797274815735,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Ischaemic heart disease,Rate,2010,2129.1773737575613,2171.272214112832,2092.494331125618,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Ischaemic heart disease,Rate,2010,2891.014089810735,2938.5026645458097,2852.009611948063,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Stroke,Rate,2010,2664.56028782605,2753.2039699680977,2573.0245263445145,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Stroke,Rate,2010,1876.4088515177236,1959.836028752093,1787.8199240376762,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Stroke,Rate,2010,2245.870571946638,2327.0004442868817,2162.463154922964,B
